time_s,err_mag,err_x,err_y,err_z
1.321,0.081897,0.05822,0.057587,0.001093
1.325,0.088874,0.063181,0.062494,0.00115
1.33,0.092557,0.065801,0.065082,0.00116
1.334,0.092882,0.066036,0.065306,0.001176
1.337,0.089906,0.063928,0.063206,0.00121
1.341,0.083808,0.059602,0.058905,0.001235
1.345,0.074882,0.053269,0.052613,0.001244
1.348,0.063526,0.045212,0.044609,0.001248
1.352,0.050224,0.035771,0.035232,0.001247
1.356,0.035521,0.025335,0.024867,0.001239
1.361,0.020031,0.014328,0.013935,0.001329
1.365,0.004623,0.003207,0.002893,0.001649
1.369,0.010998,-0.007544,-0.007779,0.001883
1.373,0.024875,-0.017457,-0.017615,0.001932
1.377,0.037109,-0.026159,-0.026246,0.001981
1.381,0.04726,-0.033377,-0.033399,0.001986
1.385,0.054993,-0.03888,-0.038844,0.001933
1.389,0.060077,-0.042502,-0.042418,0.00189
1.393,0.062374,-0.044147,-0.044024,0.001868
1.396,0.061848,-0.04379,-0.043637,0.001843
1.4,0.058573,-0.041484,-0.041311,0.001812
1.405,0.052727,-0.037353,-0.037171,0.001782
1.409,0.044583,-0.031592,-0.031409,0.001751
1.412,0.034499,-0.024452,-0.024277,0.001715
1.416,0.022905,-0.016233,-0.016072,0.001677
1.42,0.010313,-0.007269,-0.00713,0.001636
1.424,0.00342,0.002082,0.002195,0.001595
1.428,0.016332,0.011451,0.011535,0.001604
1.431,0.029035,0.020469,0.020521,0.001726
1.435,0.040767,0.028785,0.028804,0.001919
1.438,0.051093,0.036108,0.036093,0.001997
1.442,0.059651,0.04218,0.042134,0.001936
1.446,0.066159,0.046801,0.046725,0.001877
1.45,0.070397,0.049812,0.04971,0.001852
1.454,0.072228,0.051119,0.050994,0.001821
1.457,0.071615,0.050696,0.050552,0.001781
1.461,0.068617,0.048583,0.048425,0.001746
1.465,0.06338,0.044884,0.044716,0.001714
1.469,0.056136,0.039763,0.039589,0.001679
1.472,0.047191,0.033437,0.033261,0.001642
1.476,0.036914,0.026164,0.025991,0.001603
1.479,0.02572,0.018237,0.018069,0.001563
1.483,0.014065,0.009967,0.009807,0.001524
1.486,0.002707,0.001672,0.001523,0.001486
1.49,0.009163,-0.006329,-0.006466,0.001451
1.494,0.019565,-0.013736,-0.01386,0.001421
1.498,0.028791,-0.020284,-0.020394,0.001255
1.501,0.036512,-0.025757,-0.025854,0.001137
1.505,0.042465,-0.029974,-0.030058,0.001164
1.508,0.046439,-0.03279,-0.032863,0.001195
1.513,0.048302,-0.034114,-0.034175,0.001176
1.516,0.048015,-0.033915,-0.033967,0.00116
