time_s,err_mag,err_x,err_y,err_z
6.574,2.271742,-0.028324,-1.954923,1.156843
6.677,2.269535,-0.026501,-1.953699,1.154618
6.782,2.267119,-0.02427,-1.952578,1.151815
6.882,2.264744,-0.022462,-1.951251,1.149425
6.983,2.262974,-0.021081,-1.95006,1.147985
7.087,2.26076,-0.019671,-1.94871,1.145939
7.189,2.25839,-0.01871,-1.946496,1.145045
7.398,2.255196,-0.018125,-1.943816,1.143312
7.5,2.251162,-0.018317,-1.939739,1.142281
7.633,2.250932,-0.018425,-1.939494,1.142242
7.701,2.249619,-0.020554,-1.93834,1.141578
7.86,2.24952,-0.022858,-1.938324,1.141366
8.06,2.249838,-0.024616,-1.93842,1.141794
8.164,2.224498,-0.047733,-1.922736,1.117677
8.263,2.201941,-0.057838,-1.907084,1.099195
8.365,2.163277,-0.071808,-1.878922,1.069701
8.464,2.120279,-0.084565,-1.846016,1.039546
8.565,2.071875,-0.097272,-1.807524,1.007999
8.732,2.052771,-0.101777,-1.792112,0.995914
8.765,1.960075,-0.123542,-1.715234,0.940533
8.866,1.898312,-0.136275,-1.662775,0.905647
8.965,1.833341,-0.146835,-1.606712,0.870664
9.065,1.765809,-0.154351,-1.547373,0.836597
9.184,1.6985,-0.158584,-1.487355,0.804691
9.269,1.619541,-0.160538,-1.416328,0.768866
9.365,1.546675,-0.16097,-1.350253,0.73696
9.59,1.442924,-0.16059,-1.255304,0.693147
9.694,1.283173,-0.156855,-1.108011,0.627888
9.849,1.258309,-0.15542,-1.084571,0.618782
9.893,1.138178,-0.143375,-0.966005,0.584573
9.993,1.069204,-0.131751,-0.899771,0.562362
10.093,0.999235,-0.117038,-0.834717,0.536675
10.197,0.922937,-0.100154,-0.76482,0.506786
10.295,0.848722,-0.084357,-0.69712,0.476694
10.398,0.764692,-0.067785,-0.620136,0.442257
10.498,0.684261,-0.053562,-0.546009,0.408924
10.6,0.639847,-0.046349,-0.504653,0.390617
10.695,0.510842,-0.02789,-0.382843,0.337066
10.798,0.419374,-0.016708,-0.293841,0.298752
10.896,1.788839,0.992077,0.788698,1.262411
11.024,1.798565,0.996734,0.839441,1.239635
11.097,1.819514,1.002334,0.950592,1.184201
11.208,1.825605,1.000978,0.990695,1.161636
11.298,1.828082,0.986446,1.066867,1.109325
11.436,1.82667,0.982921,1.07554,1.101728
11.498,1.794112,0.933556,1.132048,1.032366
11.619,1.771113,0.905047,1.144352,1.004086
11.697,1.719318,0.843933,1.154052,0.954984
11.903,1.673753,0.791622,1.152567,0.919986
12.005,1.533441,0.632288,1.120458,0.834403
12.107,1.481043,0.569412,1.099622,0.812459
12.315,1.404391,0.48232,1.058753,0.786589
12.451,1.261372,0.361367,0.961339,0.732326
12.517,1.185474,0.313007,0.897279,0.708707
12.639,1.135232,0.285087,0.847549,0.699385
12.722,1.050605,0.255538,0.75926,0.679702
12.844,0.957362,0.243298,0.660002,0.649419
12.925,0.898796,0.24177,0.59588,0.627939
13.045,0.801266,0.243315,0.484748,0.589783
13.134,0.727244,0.244798,0.395875,0.558786
13.259,0.644524,0.244005,0.290407,0.521092
13.336,0.564476,0.237215,0.178455,0.480121
13.472,0.495949,0.221527,0.0689,0.438342
13.55,2.73321,-1.799753,-2.017118,0.403186
13.664,2.832602,-1.842196,-2.122327,0.354511
13.746,2.899763,-1.879925,-2.184601,0.319411
13.851,2.963998,-1.924841,-2.236476,0.280075
13.948,3.011229,-1.966795,-2.267287,0.242126
14.023,3.043269,-2.004575,-2.280693,0.20397
14.124,3.060626,-2.037115,-2.278081,0.167166
14.224,3.064892,-2.064276,-2.261487,0.1342
