time_s,err_mag,err_x,err_y,err_z
14.158,1.443915,0.906133,0.298646,1.0838
14.257,1.445475,0.908458,0.301543,1.083133
14.358,1.447938,0.911682,0.304474,1.082892
14.458,1.450535,0.914484,0.307288,1.083211
14.569,1.453866,0.918063,0.310046,1.083862
14.668,1.4564,0.92085,0.312366,1.084235
14.758,1.459163,0.9233,0.313896,1.085423
14.871,1.461753,0.925791,0.315651,1.086277
14.969,1.464083,0.928057,0.317257,1.087013
15.059,1.466308,0.929957,0.31903,1.087869
15.159,1.468545,0.932297,0.320792,1.088366
15.258,1.468988,0.933522,0.322338,1.087457
15.359,1.464859,0.933508,0.323178,1.081633
15.462,1.455193,0.930899,0.321857,1.071177
15.569,1.439172,0.92439,0.317688,1.056311
15.668,1.420024,0.91458,0.311126,1.040775
15.77,1.396406,0.90117,0.30257,1.022886
15.865,1.369431,0.884449,0.291736,1.003983
15.965,1.338422,0.864335,0.278885,0.983118
16.069,1.306236,0.841992,0.263985,0.963127
16.169,1.270806,0.816082,0.247925,0.942068
16.268,1.233676,0.787843,0.230879,0.920844
16.368,1.194727,0.757063,0.213148,0.899331
16.469,1.155453,0.724129,0.194487,0.879138
16.569,1.114686,0.689045,0.176142,0.858321
16.668,1.073158,0.651953,0.157931,0.837666
16.768,1.031485,0.61319,0.14039,0.817465
16.87,0.990457,0.572805,0.124012,0.798449
16.964,0.949473,0.53154,0.108616,0.779209
17.064,0.90881,0.48891,0.094426,0.760255
17.168,0.869143,0.44538,0.081454,0.741898
17.269,0.83002,0.400967,0.069727,0.723393
17.364,0.791796,0.355526,0.058998,0.705025
17.47,0.755551,0.30944,0.049976,0.687464
17.569,0.719777,0.262287,0.042214,0.668956
17.669,0.685721,0.214212,0.036173,0.650399
17.773,0.654058,0.165917,0.031746,0.631866
17.868,0.625561,0.117359,0.028217,0.613805
17.968,0.600473,0.069347,0.02504,0.595929
18.067,0.580824,0.027339,0.022471,0.579745
18.169,0.562613,-0.02028,0.018977,0.561927
18.273,0.549143,-0.059734,0.016105,0.545647
18.374,0.537541,-0.097684,0.014066,0.528404
18.472,0.529768,-0.123811,0.013213,0.514928
18.578,0.520386,-0.149004,0.013397,0.498417
18.677,0.511865,-0.16338,0.014621,0.48487
18.781,0.49903,-0.173015,0.017413,0.467754
18.883,1.957923,0.82593,1.021118,1.452109
18.984,1.951487,0.832043,1.025722,1.436628
19.075,1.947411,0.843771,1.029121,1.42175
19.192,1.943892,0.858568,1.030022,1.40735
19.274,1.93745,0.873257,1.026119,1.392197
19.378,1.926928,0.885985,1.015666,1.377136
19.478,1.91105,0.895806,0.998444,1.361159
19.578,1.891156,0.90329,0.974808,1.345469
19.678,1.866908,0.908516,0.94578,1.328701
19.776,1.840172,0.912865,0.91093,1.312675
19.879,1.81038,0.915865,0.871761,1.295646
19.979,1.778774,0.918229,0.828542,1.27844
20.077,1.745581,0.92015,0.78168,1.260695
20.178,1.711867,0.922293,0.731713,1.242763
20.275,1.678426,0.924854,0.679106,1.224979
20.377,1.645741,0.927612,0.624779,1.207333
20.479,1.614265,0.930006,0.569761,1.19009
20.58,1.583616,0.930544,0.515536,1.173094
20.685,1.553345,0.927575,0.463814,1.156443
20.775,1.522532,0.919639,0.416151,1.139819
20.88,1.490176,0.905297,0.373378,1.123232
20.991,1.450963,0.881086,0.332499,1.103823
21.085,1.412982,0.852164,0.299975,1.086439
21.176,1.377383,0.821203,0.274016,1.071319
21.277,1.335255,0.781476,0.248642,1.053745
21.379,1.29203,0.737501,0.226153,1.036479
21.489,1.243407,0.684674,0.204163,1.017644
21.585,1.199246,0.633658,0.186167,1.001005
21.686,1.15544,0.580057,0.169726,0.984769
21.782,1.117465,0.530305,0.155425,0.971261
21.888,1.07178,0.467311,0.138327,0.954567
21.99,1.032189,0.408479,0.122368,0.939992
22.084,0.994309,0.348566,0.105524,0.925211
22.191,0.959945,0.288559,0.087766,0.911332
22.285,0.929519,0.230078,0.069035,0.897944
22.39,0.901884,0.170692,0.048057,0.884279
22.489,0.877622,0.11151,0.025503,0.870135
22.591,0.857804,0.053456,0.002595,0.856133
22.687,0.842545,-0.002344,-0.019485,0.842316
22.788,0.83135,-0.054733,-0.039646,0.828598
22.886,0.823863,-0.102509,-0.056937,0.815475
22.981,0.819904,-0.141585,-0.069232,0.804614
23.088,0.815682,-0.181026,-0.079973,0.791309
23.183,0.812222,-0.206851,-0.084473,0.780885
23.295,0.806132,-0.229143,-0.084303,0.768268
23.395,0.797153,-0.240277,-0.077578,0.75611
23.49,0.787111,-0.240958,-0.06724,0.746299
23.592,0.772552,-0.233358,-0.051224,0.734681
23.696,0.753237,-0.214849,-0.028827,0.72137
23.783,0.737042,-0.194288,-0.007393,0.710935
23.887,0.718724,-0.165649,0.018552,0.699129
23.988,0.700819,-0.131855,0.045758,0.686781
24.088,0.683937,-0.093631,0.073279,0.673523
24.188,0.669159,-0.052371,0.100134,0.659549
24.285,0.656988,-0.009579,0.125347,0.644849
24.388,0.647958,0.033284,0.147973,0.629957
24.488,0.641319,0.074467,0.16688,0.614732
24.587,0.635967,0.112687,0.181158,0.599114
24.687,0.630488,0.14662,0.18992,0.583051
24.787,0.623646,0.175407,0.192131,0.566791
24.888,0.613665,0.198075,0.186915,0.549921
24.988,0.60025,0.214269,0.174123,0.532982
25.098,0.580714,0.224379,0.152102,0.513564
25.19,0.561241,0.226672,0.128767,0.497022
25.293,0.537399,0.223668,0.098841,0.47854
25.401,0.508816,0.213434,0.062791,0.457599
25.498,0.482447,0.198517,0.028611,0.43878
25.601,2.741883,-1.821727,-2.005733,0.419842
25.702,2.780041,-1.84672,-2.038965,0.401096
25.797,2.817365,-1.874929,-2.067865,0.382259
25.898,2.850551,-1.904658,-2.089366,0.363961
25.994,2.876025,-1.93424,-2.100103,0.346121
26.097,2.891382,-1.962175,-2.097984,0.32927
26.198,2.897,-1.988597,-2.08327,0.313168
26.298,2.89375,-2.013286,-2.057109,0.297943
26.397,2.882641,-2.035604,-2.021288,0.283428
26.498,2.864686,-2.054567,-1.978065,0.269142
26.6,2.840196,-2.067638,-1.930333,0.255733
26.697,2.809425,-2.072851,-1.880799,0.242395
26.801,2.772519,-2.068729,-1.831661,0.228562
26.898,2.729808,-2.054811,-1.784248,0.214618
26.993,2.68164,-2.031446,-1.739086,0.200002
27.097,2.628658,-1.999965,-1.695864,0.184456
27.197,2.571328,-1.96117,-1.654382,0.168997
27.307,2.504336,-1.911982,-1.610286,0.151673
27.398,2.447924,-1.868316,-1.575838,0.135882
27.497,2.387515,-1.821014,-1.539871,0.113725
27.596,2.320136,-1.764588,-1.503102,0.099739
27.704,2.245681,-1.70176,-1.462902,0.083746
27.804,2.177411,-1.643675,-1.426377,0.070022
27.897,2.115723,-1.591146,-1.393222,0.058913
27.999,2.053849,-1.538597,-1.359611,0.049691
28.104,1.97786,-1.474641,-1.317469,0.040472
28.202,1.908208,-1.416669,-1.277944,0.034167
28.302,1.838006,-1.359314,-1.236799,0.029306
28.406,1.767011,-1.30236,-1.193951,0.025855
28.508,1.688373,-1.240687,-1.144876,0.023645
28.611,1.616631,-1.185866,-1.098497,0.022833
28.712,1.544979,-1.132483,-1.050658,0.023662
28.815,1.466263,-1.075545,-0.996228,0.025704
28.95,1.402077,-1.030688,-0.950098,0.028553
29.022,1.331006,-0.982618,-0.897204,0.032638
29.107,1.260869,-0.936754,-0.843135,0.037513
29.208,1.191793,-0.892689,-0.788396,0.043699
29.307,1.123687,-0.850139,-0.733084,0.050236
29.407,1.056432,-0.808711,-0.677427,0.055933
29.507,0.989841,-0.767985,-0.621513,0.060876
29.608,0.923839,-0.72781,-0.565308,0.064797
29.709,0.858202,-0.687436,-0.509188,0.068331
29.806,0.793067,-0.647011,-0.453042,0.071306
29.907,0.728629,-0.606751,-0.396681,0.073471
30.007,0.665325,-0.567096,-0.339826,0.074688
30.107,0.603433,-0.528458,-0.281645,0.074431
30.207,0.543847,-0.491302,-0.221484,0.07305
30.309,0.487958,-0.455928,-0.158778,0.070868
30.404,1.422661,0.577759,0.906594,-0.931797
30.514,1.487252,0.612823,0.980365,-0.935549
30.604,1.53933,0.639029,1.039281,-0.938655
30.72,1.594098,0.666233,1.104437,-0.93675
30.807,1.62829,0.68262,1.148875,-0.930292
30.907,1.653444,0.692934,1.186128,-0.920229
31.007,1.664492,0.694302,1.209632,-0.908443
31.106,1.662348,0.687596,1.22055,-0.894915
31.209,1.648436,0.673344,1.220529,-0.87992
31.307,1.623742,0.652139,1.210301,-0.863959
31.407,1.589609,0.623833,1.19158,-0.847248
31.508,1.547703,0.589357,1.165397,-0.830598
31.615,1.493455,0.545147,1.129321,-0.811083
31.713,1.438247,0.500752,1.091002,-0.792159
31.817,1.379447,0.453273,1.048877,-0.772835
31.914,1.318755,0.403491,1.004091,-0.753731
32.018,1.257701,0.352177,0.957887,-0.735007
32.118,1.197625,0.300636,0.911332,-0.716518
32.217,1.139092,0.250417,0.864384,-0.698329
32.315,1.082399,0.203351,0.817,-0.680256
32.417,1.027977,0.160697,0.769158,-0.662803
32.517,0.97572,0.123999,0.72034,-0.646346
32.616,0.925109,0.093978,0.670768,-0.630131
32.717,0.875505,0.071401,0.619394,-0.614623
32.813,0.832729,0.05748,0.572379,-0.602093
32.913,0.780853,0.048614,0.512275,-0.587319
33.017,0.739256,0.04715,0.461394,-0.575666
33.115,0.690107,0.051093,0.397112,-0.562085
33.22,0.647549,0.058784,0.336754,-0.549965
